451	644	Double	NestedArtboardLeaf	alignmentX
451	645	Double	NestedArtboardLeaf	alignmentY
451	1098	Bool	NestedArtboardLeaf	fitToLayoutParent
452	-1	Type	NestedArtboardLayout	-
452	663	Double	NestedArtboardLayout	instanceWidth
452	664	Double	NestedArtboardLayout	instanceHeight
452	665	Uint	NestedArtboardLayout	instanceWidthUnitsValue
452	666	Uint	NestedArtboardLayout	instanceHeightUnitsValue
452	667	Uint	NestedArtboardLayout	instanceWidthScaleType
452	668	Uint	NestedArtboardLayout	instanceHeightScaleType
471	-1	Type	BindablePropertyString	-
471	635	String	BindablePropertyString	propertyValue
472	-1	Type	BindablePropertyBoolean	-
472	634	Bool	BindablePropertyBoolean	propertyValue
473	-1	Type	BindablePropertyNumber	-
473	636	Double	BindablePropertyNumber	propertyValue
474	-1	Type	BindablePropertyEnum	-
474	637	Uint	BindablePropertyEnum	propertyValue
475	-1	Type	BindablePropertyColor	-
475	638	Color	BindablePropertyColor	propertyValue
476	-1	Type	TransitionCondition	-
477	-1	Type	TransitionComparator	-
478	-1	Type	TransitionPropertyComparator	-
479	-1	Type	TransitionPropertyViewModelComparator	-
480	-1	Type	TransitionValueComparator	-
481	-1	Type	TransitionValueBooleanComparator	-
481	647	Bool	TransitionValueBooleanComparator	value
482	-1	Type	TransitionViewModelCondition	-
482	650	Uint	TransitionViewModelCondition	opValue
483	-1	Type	TransitionValueColorComparator	-
483	651	Color	TransitionValueColorComparator	value
484	-1	Type	TransitionValueNumberComparator	-
484	652	Double	TransitionValueNumberComparator	value
485	-1	Type	TransitionValueEnumComparator	-
486	-1	Type	TransitionValueStringComparator	-
486	654	String	TransitionValueStringComparator	value
487	-1	Type	ListenerViewModelChange	-
488	-1	Type	DataConverter	-
488	662	String	DataConverter	name
489	-1	Type	DataConverterRounder	-
489	669	Uint	DataConverterRounder	decimals
490	-1	Type	DataConverterToString	-
490	764	Uint	DataConverterToString	flags
490	765	Uint	DataConverterToString	decimals
490	766	String	DataConverterToString	colorFormat
491	-1	Type	NSlicerTileMode	-
491	672	Uint	NSlicerTileMode	patchIndex
491	673	Uint	NSlicerTileMode	style
492	-1	Type	Axis	-
492	675	Double	Axis	offset
492	676	Bool	Axis	normalized
493	-1	Type	NSlicer	-
494	-1	Type	AxisY	-
495	-1	Type	AxisX	-
496	-1	Type	TransitionPropertyArtboardComparator	-
496	677	Uint	TransitionPropertyArtboardComparator	propertyType
497	-1	Type	TransitionArtboardCondition	-
498	-1	Type	DataConverterGroupItem	-
498	679	Uint	DataConverterGroupItem	converterId
499	-1	Type	DataConverterGroup	-
500	-1	Type	DataConverterOperationValue	-
500	681	Double	DataConverterOperationValue	operationValue
501	-1	Type	ViewModelInstanceTrigger	-
501	687	Uint	ViewModelInstanceTrigger	propertyValue
502	-1	Type	ViewModelPropertyTrigger	-
503	-1	Type	BindablePropertyTrigger	-
504	-1	Type	DataConverterTrigger	-
505	-1	Type	TransitionValueTriggerComparator	-
505	689	Uint	TransitionValueTriggerComparator	value
506	-1	Type	DashPath	-
506	690	Double	DashPath	offset
506	691	Bool	DashPath	offsetIsPercentage
507	-1	Type	Dash	-
507	692	Double	Dash	length
507	693	Bool	Dash	lengthIsPercentage
508	-1	Type	NSlicedNode	-
508	697	Double	NSlicedNode	initialWidth
508	698	Double	NSlicedNode	initialHeight
508	699	Double	NSlicedNode	width
508	700	Double	NSlicedNode	height
509	-1	Type	ViewModelPropertyEnum	-
510	-1	Type	DataEnum	-
511	-1	Type	ViewModelPropertyEnumSystem	-
511	708	Uint	ViewModelPropertyEnumSystem	enumType
512	-1	Type	DataEnumSystem	-
512	709	Uint	DataEnumSystem	enumType
513	-1	Type	ForegroundLayoutDrawable	-
514	-1	Type	DataConverterSystemDegsToRads	-
515	-1	Type	DataConverterSystemNormalizer	-
516	-1	Type	DataConverterOperation	-
516	682	Uint	DataConverterOperation	operationType
517	-1	Type	DataConverterOperationViewModel	-
519	-1	Type	DataConverterRangeMapper	-
519	713	Uint	DataConverterRangeMapper	interpolationType
519	714	Uint	DataConverterRangeMapper	interpolatorId
519	715	Uint	DataConverterRangeMapper	flags
519	716	Double	DataConverterRangeMapper	minInput
519	717	Double	DataConverterRangeMapper	maxInput
519	718	Double	DataConverterRangeMapper	minOutput
519	719	Double	DataConverterRangeMapper	maxOutput
520	-1	Type	DraggableConstraint	-
520	722	Uint	DraggableConstraint	directionValue
521	-1	Type	ScrollConstraint	-
521	221	Uint	ScrollConstraint	virtualizeBuffer
521	724	Bool	ScrollConstraint	snap
521	726	Uint	ScrollConstraint	physicsId
521	727	Uint	ScrollConstraint	physicsTypeValue
521	759	Double	ScrollConstraint	scrollOffsetX
521	760	Double	ScrollConstraint	scrollOffsetY
521	850	Bool	ScrollConstraint	virtualize
521	851	Bool	ScrollConstraint	infinite
521	891	Bool	ScrollConstraint	interactive
